,iteration,epoch,training_size,reference_size,"gen_size,",src,aucroc
0,1,100,10000,10000,200,ablated_eq1,0.50399547
0,1,100,10000,10000,200,ablated_eq2,0.50232254
0,1,100,10000,10000,200,LOGAN_D1,0.49744680999999996
0,1,100,10000,10000,200,MC,0.501411805
0,1,100,10000,10000,200,gan_leaks,0.5035335400000001
0,1,100,10000,10000,200,gan_leaks_cal,0.50475
0,1,100,10000,10000,200,LOGAN_0,0.50241995
0,1,100,10000,10000,200,eq1,0.50399547
0,1,100,10000,10000,200,domias,0.5028732600000001
0,1,500,10000,10000,200,ablated_eq1,0.502109715
0,1,500,10000,10000,200,ablated_eq2,0.500707585
0,1,500,10000,10000,200,LOGAN_D1,0.49450746999999995
0,1,500,10000,10000,200,MC,0.501942635
0,1,500,10000,10000,200,gan_leaks,0.499924205
0,1,500,10000,10000,200,gan_leaks_cal,0.5000030099999999
0,1,500,10000,10000,200,LOGAN_0,0.50146641
0,1,500,10000,10000,200,eq1,0.502109715
0,1,500,10000,10000,200,domias,0.501697955
0,1,1000,10000,10000,200,ablated_eq1,0.50339098
0,1,1000,10000,10000,200,ablated_eq2,0.50268383
0,1,1000,10000,10000,200,LOGAN_D1,0.49688575000000007
0,1,1000,10000,10000,200,MC,0.503660955
0,1,1000,10000,10000,200,gan_leaks,0.50297383
0,1,1000,10000,10000,200,gan_leaks_cal,0.50348427
0,1,1000,10000,10000,200,LOGAN_0,0.5018191699999999
0,1,1000,10000,10000,200,eq1,0.50339098
0,1,1000,10000,10000,200,domias,0.5033145
0,1,2000,10000,10000,200,ablated_eq1,0.50150853
0,1,2000,10000,10000,200,ablated_eq2,0.4993249
0,1,2000,10000,10000,200,LOGAN_D1,0.49782741
0,1,2000,10000,10000,200,MC,0.50209822
0,1,2000,10000,10000,200,gan_leaks,0.5014392999999999
0,1,2000,10000,10000,200,gan_leaks_cal,0.5010205
0,1,2000,10000,10000,200,LOGAN_0,0.49334732
0,1,2000,10000,10000,200,eq1,0.50150853
0,1,2000,10000,10000,200,domias,0.49968994999999994
0,1,3000,10000,10000,200,ablated_eq1,0.50448113
0,1,3000,10000,10000,200,ablated_eq2,0.50243854
0,1,3000,10000,10000,200,LOGAN_D1,0.497722385
0,1,3000,10000,10000,200,MC,0.50138637
0,1,3000,10000,10000,200,gan_leaks,0.502165405
0,1,3000,10000,10000,200,gan_leaks_cal,0.50275761
0,1,3000,10000,10000,200,LOGAN_0,0.49627085499999996
0,1,3000,10000,10000,200,eq1,0.50448113
0,1,3000,10000,10000,200,domias,0.50338031
0,1,5000,10000,10000,200,ablated_eq1,0.5044043899999999
0,1,5000,10000,10000,200,ablated_eq2,0.50379307
0,1,5000,10000,10000,200,LOGAN_D1,0.49767563499999995
0,1,5000,10000,10000,200,MC,0.5025622550000001
0,1,5000,10000,10000,200,gan_leaks,0.502471675
0,1,5000,10000,10000,200,gan_leaks_cal,0.50307017
0,1,5000,10000,10000,200,LOGAN_0,0.504220495
0,1,5000,10000,10000,200,eq1,0.5044043899999999
0,1,5000,10000,10000,200,domias,0.5037923
0,2,100,10000,10000,200,ablated_eq1,0.5034900250000001
0,2,100,10000,10000,200,ablated_eq2,0.503920705
0,2,100,10000,10000,200,LOGAN_D1,0.49535962499999997
0,2,100,10000,10000,200,MC,0.5010111
0,2,100,10000,10000,200,gan_leaks,0.50240122
0,2,100,10000,10000,200,gan_leaks_cal,0.50413135
0,2,100,10000,10000,200,LOGAN_0,0.504659045
0,2,100,10000,10000,200,eq1,0.5034900250000001
0,2,100,10000,10000,200,domias,0.503942035
0,2,500,10000,10000,200,ablated_eq1,0.5045574450000001
0,2,500,10000,10000,200,ablated_eq2,0.503707935
0,2,500,10000,10000,200,LOGAN_D1,0.49648943500000003
0,2,500,10000,10000,200,MC,0.50116937
0,2,500,10000,10000,200,gan_leaks,0.50187847
0,2,500,10000,10000,200,gan_leaks_cal,0.50181538
0,2,500,10000,10000,200,LOGAN_0,0.50208421
0,2,500,10000,10000,200,eq1,0.5045574450000001
0,2,500,10000,10000,200,domias,0.504254945
0,2,1000,10000,10000,200,ablated_eq1,0.50261181
0,2,1000,10000,10000,200,ablated_eq2,0.50158607
0,2,1000,10000,10000,200,LOGAN_D1,0.49559721500000004
0,2,1000,10000,10000,200,MC,0.5008110299999999
0,2,1000,10000,10000,200,gan_leaks,0.499905525
0,2,1000,10000,10000,200,gan_leaks_cal,0.50051811
0,2,1000,10000,10000,200,LOGAN_0,0.504291835
0,2,1000,10000,10000,200,eq1,0.50261181
0,2,1000,10000,10000,200,domias,0.50179091
0,2,2000,10000,10000,200,ablated_eq1,0.503623465
0,2,2000,10000,10000,200,ablated_eq2,0.5021083550000001
0,2,2000,10000,10000,200,LOGAN_D1,0.4977389950000001
0,2,2000,10000,10000,200,MC,0.50162734
0,2,2000,10000,10000,200,gan_leaks,0.5019444399999999
0,2,2000,10000,10000,200,gan_leaks_cal,0.50128006
0,2,2000,10000,10000,200,LOGAN_0,0.49889848
0,2,2000,10000,10000,200,eq1,0.503623465
0,2,2000,10000,10000,200,domias,0.5021482150000001
0,2,3000,10000,10000,200,ablated_eq1,0.50460017
0,2,3000,10000,10000,200,ablated_eq2,0.5040088100000001
0,2,3000,10000,10000,200,LOGAN_D1,0.497303555
0,2,3000,10000,10000,200,MC,0.50257319
0,2,3000,10000,10000,200,gan_leaks,0.5032063
0,2,3000,10000,10000,200,gan_leaks_cal,0.50348905
0,2,3000,10000,10000,200,LOGAN_0,0.500090385
0,2,3000,10000,10000,200,eq1,0.50460017
0,2,3000,10000,10000,200,domias,0.5036213700000001
0,2,5000,10000,10000,200,ablated_eq1,0.505055005
0,2,5000,10000,10000,200,ablated_eq2,0.503786385
0,2,5000,10000,10000,200,LOGAN_D1,0.49731111
0,2,5000,10000,10000,200,MC,0.50235527
0,2,5000,10000,10000,200,gan_leaks,0.50646827
0,2,5000,10000,10000,200,gan_leaks_cal,0.5101871699999999
0,2,5000,10000,10000,200,LOGAN_0,0.5065108650000001
0,2,5000,10000,10000,200,eq1,0.505055005
0,2,5000,10000,10000,200,domias,0.505768885
0,3,100,10000,10000,200,ablated_eq1,0.5028371300000001
0,3,100,10000,10000,200,ablated_eq2,0.50215277
0,3,100,10000,10000,200,LOGAN_D1,0.49752832999999996
0,3,100,10000,10000,200,MC,0.5021471550000001
0,3,100,10000,10000,200,gan_leaks,0.501941385
0,3,100,10000,10000,200,gan_leaks_cal,0.50169666
0,3,100,10000,10000,200,LOGAN_0,0.50465196
0,3,100,10000,10000,200,eq1,0.5028371300000001
0,3,100,10000,10000,200,domias,0.50157597
0,3,500,10000,10000,200,ablated_eq1,0.50425315
0,3,500,10000,10000,200,ablated_eq2,0.50259097
0,3,500,10000,10000,200,LOGAN_D1,0.49757148
0,3,500,10000,10000,200,MC,0.5040605
0,3,500,10000,10000,200,gan_leaks,0.50367159
0,3,500,10000,10000,200,gan_leaks_cal,0.503796
0,3,500,10000,10000,200,LOGAN_0,0.5030100900000001
0,3,500,10000,10000,200,eq1,0.50425315
0,3,500,10000,10000,200,domias,0.5032230599999999
0,3,1000,10000,10000,200,ablated_eq1,0.5051413199999999
0,3,1000,10000,10000,200,ablated_eq2,0.50386643
0,3,1000,10000,10000,200,LOGAN_D1,0.498554535
0,3,1000,10000,10000,200,MC,0.5037169699999999
0,3,1000,10000,10000,200,gan_leaks,0.504760515
0,3,1000,10000,10000,200,gan_leaks_cal,0.5056133549999999
0,3,1000,10000,10000,200,LOGAN_0,0.5091543000000001
0,3,1000,10000,10000,200,eq1,0.5051413199999999
0,3,1000,10000,10000,200,domias,0.5045386599999999
0,3,2000,10000,10000,200,ablated_eq1,0.50382846
0,3,2000,10000,10000,200,ablated_eq2,0.50204552
0,3,2000,10000,10000,200,LOGAN_D1,0.49741965
0,3,2000,10000,10000,200,MC,0.5043927750000001
0,3,2000,10000,10000,200,gan_leaks,0.502277545
0,3,2000,10000,10000,200,gan_leaks_cal,0.5032708800000001
0,3,2000,10000,10000,200,LOGAN_0,0.507153015
0,3,2000,10000,10000,200,eq1,0.50382846
0,3,2000,10000,10000,200,domias,0.50233039
0,3,3000,10000,10000,200,ablated_eq1,0.5025684549999999
0,3,3000,10000,10000,200,ablated_eq2,0.5019231049999999
0,3,3000,10000,10000,200,LOGAN_D1,0.496393325
0,3,3000,10000,10000,200,MC,0.5025376400000001
0,3,3000,10000,10000,200,gan_leaks,0.5005830250000001
0,3,3000,10000,10000,200,gan_leaks_cal,0.50086521
0,3,3000,10000,10000,200,LOGAN_0,0.50084024
0,3,3000,10000,10000,200,eq1,0.5025684549999999
0,3,3000,10000,10000,200,domias,0.501823025
0,3,5000,10000,10000,200,ablated_eq1,0.506793135
0,3,5000,10000,10000,200,ablated_eq2,0.507460365
0,3,5000,10000,10000,200,LOGAN_D1,0.498620835
0,3,5000,10000,10000,200,MC,0.50380711
0,3,5000,10000,10000,200,gan_leaks,0.504017255
0,3,5000,10000,10000,200,gan_leaks_cal,0.5044187499999999
0,3,5000,10000,10000,200,LOGAN_0,0.4987108
0,3,5000,10000,10000,200,eq1,0.506793135
0,3,5000,10000,10000,200,domias,0.507668075
0,4,100,10000,10000,200,ablated_eq1,0.5019645349999999
0,4,100,10000,10000,200,ablated_eq2,0.501982225
0,4,100,10000,10000,200,LOGAN_D1,0.49497972
0,4,100,10000,10000,200,MC,0.49823165999999997
0,4,100,10000,10000,200,gan_leaks,0.500147825
0,4,100,10000,10000,200,gan_leaks_cal,0.50067918
0,4,100,10000,10000,200,LOGAN_0,0.494144435
0,4,100,10000,10000,200,eq1,0.5019645349999999
0,4,100,10000,10000,200,domias,0.502079645
0,4,500,10000,10000,200,ablated_eq1,0.50380843
0,4,500,10000,10000,200,ablated_eq2,0.50122103
0,4,500,10000,10000,200,LOGAN_D1,0.49781975
0,4,500,10000,10000,200,MC,0.49870109999999995
0,4,500,10000,10000,200,gan_leaks,0.5005080100000001
0,4,500,10000,10000,200,gan_leaks_cal,0.50101392
0,4,500,10000,10000,200,LOGAN_0,0.49067973
0,4,500,10000,10000,200,eq1,0.50380843
0,4,500,10000,10000,200,domias,0.5018000499999999
0,4,1000,10000,10000,200,ablated_eq1,0.5045014800000001
0,4,1000,10000,10000,200,ablated_eq2,0.5032449800000001
0,4,1000,10000,10000,200,LOGAN_D1,0.49891939
0,4,1000,10000,10000,200,MC,0.5014475650000001
0,4,1000,10000,10000,200,gan_leaks,0.500960665
0,4,1000,10000,10000,200,gan_leaks_cal,0.501268
0,4,1000,10000,10000,200,LOGAN_0,0.5027576500000001
0,4,1000,10000,10000,200,eq1,0.5045014800000001
0,4,1000,10000,10000,200,domias,0.50285255
0,4,2000,10000,10000,200,ablated_eq1,0.5050005
0,4,2000,10000,10000,200,ablated_eq2,0.50608543
0,4,2000,10000,10000,200,LOGAN_D1,0.4977979699999999
0,4,2000,10000,10000,200,MC,0.50405386
0,4,2000,10000,10000,200,gan_leaks,0.5052019
0,4,2000,10000,10000,200,gan_leaks_cal,0.50721853
0,4,2000,10000,10000,200,LOGAN_0,0.50137747
0,4,2000,10000,10000,200,eq1,0.5050005
0,4,2000,10000,10000,200,domias,0.50613084
0,4,3000,10000,10000,200,ablated_eq1,0.50296425
0,4,3000,10000,10000,200,ablated_eq2,0.50081453
0,4,3000,10000,10000,200,LOGAN_D1,0.496395585
0,4,3000,10000,10000,200,MC,0.50007632
0,4,3000,10000,10000,200,gan_leaks,0.49938295
0,4,3000,10000,10000,200,gan_leaks_cal,0.49934754
0,4,3000,10000,10000,200,LOGAN_0,0.502133185
0,4,3000,10000,10000,200,eq1,0.50296425
0,4,3000,10000,10000,200,domias,0.50192125
0,4,5000,10000,10000,200,ablated_eq1,0.503765535
0,4,5000,10000,10000,200,ablated_eq2,0.502959735
0,4,5000,10000,10000,200,LOGAN_D1,0.49934124
0,4,5000,10000,10000,200,MC,0.5071900300000001
0,4,5000,10000,10000,200,gan_leaks,0.5034347499999999
0,4,5000,10000,10000,200,gan_leaks_cal,0.50497368
0,4,5000,10000,10000,200,LOGAN_0,0.49455229999999994
0,4,5000,10000,10000,200,eq1,0.503765535
0,4,5000,10000,10000,200,domias,0.503217995
0,5,100,10000,10000,200,ablated_eq1,0.5027429999999999
0,5,100,10000,10000,200,ablated_eq2,0.49979539
0,5,100,10000,10000,200,LOGAN_D1,0.49601544000000003
0,5,100,10000,10000,200,MC,0.503899375
0,5,100,10000,10000,200,gan_leaks,0.50285001
0,5,100,10000,10000,200,gan_leaks_cal,0.5035207500000001
0,5,100,10000,10000,200,LOGAN_0,0.504259245
0,5,100,10000,10000,200,eq1,0.5027429999999999
0,5,100,10000,10000,200,domias,0.5002958100000001
0,5,500,10000,10000,200,ablated_eq1,0.5011276899999999
0,5,500,10000,10000,200,ablated_eq2,0.49729202
0,5,500,10000,10000,200,LOGAN_D1,0.49704898500000005
0,5,500,10000,10000,200,MC,0.5032583350000001
0,5,500,10000,10000,200,gan_leaks,0.502827095
0,5,500,10000,10000,200,gan_leaks_cal,0.50285475
0,5,500,10000,10000,200,LOGAN_0,0.49979346
0,5,500,10000,10000,200,eq1,0.5011276899999999
0,5,500,10000,10000,200,domias,0.49763775
0,5,1000,10000,10000,200,ablated_eq1,0.50375717
0,5,1000,10000,10000,200,ablated_eq2,0.5025137900000001
0,5,1000,10000,10000,200,LOGAN_D1,0.4983059550000001
0,5,1000,10000,10000,200,MC,0.5035907450000001
0,5,1000,10000,10000,200,gan_leaks,0.5050145199999999
0,5,1000,10000,10000,200,gan_leaks_cal,0.5063884000000001
0,5,1000,10000,10000,200,LOGAN_0,0.4972462000000001
0,5,1000,10000,10000,200,eq1,0.50375717
0,5,1000,10000,10000,200,domias,0.50316965
0,5,2000,10000,10000,200,ablated_eq1,0.505246335
0,5,2000,10000,10000,200,ablated_eq2,0.505482025
0,5,2000,10000,10000,200,LOGAN_D1,0.498205925
0,5,2000,10000,10000,200,MC,0.50338638
0,5,2000,10000,10000,200,gan_leaks,0.504887235
0,5,2000,10000,10000,200,gan_leaks_cal,0.50651499
0,5,2000,10000,10000,200,LOGAN_0,0.499126315
0,5,2000,10000,10000,200,eq1,0.505246335
0,5,2000,10000,10000,200,domias,0.505448635
0,5,3000,10000,10000,200,ablated_eq1,0.5065227750000001
0,5,3000,10000,10000,200,ablated_eq2,0.507773955
0,5,3000,10000,10000,200,LOGAN_D1,0.49913521000000005
0,5,3000,10000,10000,200,MC,0.502726115
0,5,3000,10000,10000,200,gan_leaks,0.50531048
0,5,3000,10000,10000,200,gan_leaks_cal,0.5070334599999999
0,5,3000,10000,10000,200,LOGAN_0,0.504772775
0,5,3000,10000,10000,200,eq1,0.5065227750000001
0,5,3000,10000,10000,200,domias,0.508020965
0,5,5000,10000,10000,200,ablated_eq1,0.504719
0,5,5000,10000,10000,200,ablated_eq2,0.50400992
0,5,5000,10000,10000,200,LOGAN_D1,0.50070375
0,5,5000,10000,10000,200,MC,0.5052561
0,5,5000,10000,10000,200,gan_leaks,0.5055450100000001
0,5,5000,10000,10000,200,gan_leaks_cal,0.50620987
0,5,5000,10000,10000,200,LOGAN_0,0.5063461300000001
0,5,5000,10000,10000,200,eq1,0.504719
0,5,5000,10000,10000,200,domias,0.50398209
